parent_asin,title,description
B07P2F476G,Flow Fit - Word Puzzle,"['FROM THE MAKERS OF FLOW FREE, THE #1 HIT PUZZLE GAME WITH OVER 300 MILLION DOWNLOADSFlow Fit is a little bit crossword, a little bit jigsaw puzzle, and a ton of fun!FRESH, ORIGINAL GAMEPLAYFit blocks, make words! Fancy yourself a music master? A pop-culture pro? Or an animal ace? Choose from tons of themed puzzles on your favorite topics and exercise your brain with new challenges.OVER 1000 PUZZLES FROM PROFESSIONAL CROSSWORD DESIGNERSFlow Fit has more than 1000 themed word puzzles designed by New York Times published puzzle designers. With tons of different categories, board designs, and a variety of difficulty levels, Flow Fit provides hours of fun whether you’re a logic puzzle novice or a crossword genius!FUN PUZZLE TRIVIA AND FACTSDid you know that Katy Perry has a cat named Kitty Purry? Now you do! Beat puzzles to get fun themed trivia that will make you sound like an even bigger brainiac.MOVIES, MUSIC, AND MORE! NEW PUZZLES EVERY DAYThere’s never a dull day with Flow Fit! Check in every day to solve daily themed puzzles: Music Monday, Tasty Tuesday, Worldwide Wednesday, Thinker Thursday, Film Friday, Superstar Saturday, and Sunday Funday! Play something fresh every day!PUT YOUR PUZZLE SKILLS TO THE TEST!What are you waiting for? Download Flow Fit today!']"
B013QPP9VU,Cube Connect - Free Puzzle Game,"['Cube Connect is a simple an addictive puzzle game that will make you think in 3D.Connect matching colors so that pipes don\'t overlap !Features :- More than 1,200 free puzzles- Test your skills with the ""challenge"" mode and connect the pipes as fast as you can- Simple, colorful design']"
B017JEVTP4,HGTV GO,"[""Catch up with your favorite HGTV shows anytime, anywhere with the all-new HGTV GO app - and now get access to up to 14 additional networks including TLC, Food Network, ID, Discovery and more - all in one app. It’s FREE with your pay TV subscription. Link your pay TV provider (cable, satellite, telco, live TV streaming service) to access HGTV favorites like Home Town, Love It or List It, Good Bones, Property Brothers: Forever Home, Flip or Flop, Fixer to Fabulous, My Lottery Dream Home and many more - plus top shows from other networks including Sister Wives (TLC), The Pioneer Woman (Food Network), Ghost Adventures (Travel Channel), Evil Lives Here (ID), Crikey! It's the Irwins (Animal Planet) and more. New episodes are available the same day as they premiere on TV. With HGTV GO You Can:• Stream HGTV and more networks LIVE anytime, anywhere on all your favorite devices• Find shows to watch with the live schedule guide• Access thousands of episodes on demand - from current hits to classic favorites• See new episodes of shows on the app the same day and time they premiere on TV• Binge your favorite HGTV series and specials including Home Town, Love It or List It, Good Bones, Property Brothers: Forever Home, Flip or Flop, Fixer to Fabulous, My Lottery Dream Home - and many more! • Get unlimited access to everything the Discovery family of networks has to offer - free with your pay TV subscriptionRequirements:• Available in the U.S. only• Wi-Fi connection recommendedNeed help? Visit gohelp.discovery.com.Visitor Agreement: https://corporate.discovery.com/visitor-agreement/Privacy Notice: https://corporate.discovery.com/privacy-policyCalifornia Privacy Notice: https://corporate.discovery.com/privacy-policy/#cappiCalifornia Do Not Sell My Personal Info: https://corporate.discovery.com/california_dnsWe may work with third-party advertising companies and other partners that help us deliver tailored advertisements to you. To opt out of behavioral tracking on mobile devices, you may use the DAA AppChoices Tool, available at http://www.aboutads.info/appchoices.This app features Nielsen’s proprietary measurement software, which will allow you to contribute to market research, such as Nielsen TV Ratings. To opt out of Nielsen measurement on mobile devices, visit Nielsen’s mobile opt-out page at https://sites.nielsen.com/legal/privacy-statement/nielsen_app_output/#.""]"
B00V53Q0JQ,Demon Hunter: Chronicles from Beyond,"['FANTASTIC HIDDEN OBJECT PUZZLE ADVENTURE GAME FROM THE CREATORS OF ENIGMATIS AND GRIM LEGENDS!Demon Hunter: Chronicles from Beyond is a thrilling tale set in 1930s America. The game tells the story of Dawn Harlock, an unusual red-eyed woman, who must return to her family estate on Iowa Island to investigate the mysterious death of her mentor, Professor Ashmore. It’s not long before Dawn discovers traces of horrifying experiments and has to come face to face with an ancient evil from another world.BUY ONCE - ENJOY ENDLESSLY!Unlock the game to own it forever!During the investigation, our protagonist begins to suspect that someone, or something, has crossed over into our world from another dimension and that her own mysterious past plays a large role in these disturbing events.Dawn will have to unearth the secrets lurking within a gloomy mansion, unravel the mystery of a grotesque experiment and find out what really happened all those years ago, when Professor Ashmore found her wandering aimlessly across the island.Will Dawn’s true identity prove to be the key to defeating the ancient evil from another dimension?• 41 hand-drawn locations scattered throughout a mysterious island!• 29 varied minigames!• 21 engrossing scenes containing hidden objects!• An enthralling story that will have your imagination running wild!• 28 exciting achievements to unlock!+++ WE ARE HERE +++WWW: http://artifexmundi.comFACEBOOK: http://facebook.com/artifexmundiTWITTER: http://twitter.com/ArtifexMundiFORUM: http://forum.artifexmundi.comYOUTUBE: http://youtube.com/user/ArtifexMundiPINTEREST: http://pinterest.com/artifexmundiINSTAGRAM: http://instagram.com/artifexmundi']"
B00OV59SGM,Crossword : World's Biggest Cross Word - 100s of great free crosswords,"[""Solve thousands of clues in the biggest and best crossword puzzle ever!Now you can enjoy a new crossword challenge every day with this giant collection of 100s of original puzzles.There are over 10,000 unique clues to solve as well as dozens of quests to complete and trophies to collect!Choose from SEVEN game modes:■ WORLD'S BIGGEST CrosswordExplore a giant grid of over 350 crossword puzzles. The classic puzzle enjoyed by millions of players worldwide.■ WORLD'S TALLEST CrosswordA new collection of 100 extra-large puzzles - bigger grids, longer words, tougher clues! How high can you build the tower?■ DAILY DIAMOND CrosswordEarn extra rewards with a snack-sized bonus puzzle each day.■ CODEWORDS PuzzleDecipher the code to complete the crossword grid. Each square is marked with a number corresponding with one letter of the English alphabet. Look for patterns and use your powers of deduction to complete the grid!■ WORD GRID PuzzleSlide the tiles from the edge of the grid into the blank squares to spell out words. Unlike a normal crossword, there are no clues so instead you'll have to use logic to choose between the available letters for each square.■ QUOTE FALLS PuzzlePlace the letter tiles from each column into the correct squares on the grid to spell out a famous quotation!■ BRITISH CRYPTICS CrosswordThe ultimate challenge - cryptic crosswords use their own obscure rules to hide the answer in the clue, using anagrams, double meanings, and a host of other subtle tricks. If you're completely stumped on a clue, you can swap it out for an easier, non-cryptic version.Complete all the challenges to earn the title of Crossword Superstar!www.puzzling.com""]"
B07CNPYVKS,Beach Pop - Summer 2020 Bubble Shooter Puzzle Game,"[""It's time to hang around the beach and blast the coconuts with colorful bubbles to get your favorite boo - Beach Pop is next ultimate bubble shooting saga!It's time to match three and more bubbles to pop them for bubble bursting madness.Join Tim as boy to impress his girl-friend Kim while Jim is trying to impress Sim with different animations and skills. They are also trying to stop the evil Nahbah to harm their girls but Pooga, Booga and Yooga are very naughty.Connect to Facebook and discover thrilling destinations with your friends like Misty Mountains, Cursed Beach, Tribal Town, Lava of Doom and many more. With more than 2000 (and more added every month) bubble bursting levels in the game, we’ll make sure your journey doesn’t end too soon!Available in English, français, Deutsche, italiano, Español, Português, русский, Tiếng Việt, bahasa Indonesia, عربى, ไทย, čeština, 简体中文, 中國傳統的, 한국어, 日本語, Türk, Nederlands, dansk, svenska, norsk, Suomalainen------------------------------------------------------------------Beach Pop - http://beachpop.madovergames.comMadOverGames - http://madovergames.comFacebook - https://www.facebook.com/madovergamesTwitter - https://twitter.com/madovergamesYoutube - https://www.youtube.com/user/MadovergamesWoWGoogle+ - https://google.com/+MadovergamesWoW""]"
B00KMA4N9W,Verizon Messages,"['- AWARD WINNING :Verizon Messages is recommended by ZDNet\'s as one of ""10 Cool Android apps to start the year"" http://www.zdnet.com/10-cool-android-apps-to-start-the-year_p7-7000025635/#photo -Best of Show” at CTIA 2013 in Emerging Technology category.-MULTI-DEVICE MESSAGING: Stay connected across all your devices with real time sync across phone, tablet and web-SHARE LOCATIONS: Use Glympse® to quickly share your real-time location with others, or view multiple friends’ locations on a single map screen-ENHANCED MEDIA ATTACHMENTS: Express yourself in pictures: create a postcard or enhance pictures using any combination of the collage-caption and sketch features #Send a voice or audio message - just press and hold to record, then release to send.-CONTENT FINDER: View shared photos, videos, web links, locations and contact info in one location-PERSONALIZE CONVERSATIONS: Customize conversation bubbles, background colors, font sizes, signatures #Mute a conversation to silence notifications #Use an auto-reply message when you’re away from your phone or to avoid distraction when driving #Choose from a variety of emoji’s to send to your friends and family #Use Wi-Fi to send and receive messages on your tablet or web browser if you are out of the country or outside of Verizon coverageBusiness customers can continue using Verizon Messages on their Android smartphones to send and receive messages without the Integrated Messaging service.“Verizon Messages is intended only for users with Verizon Wireless phone service. To sync messages with a tablet or the web, you must use your Verizon Wireless phone number.”Need Help? Visit our Support Pages athttp://support.verizonwireless.com/clc/features/data_services/verizon-messages.htmlYour download and use of the Verizon Messages App and Integrated Messaging Service will be billed according to your messaging and data plans.-The same rate will be charged per message per recipient regardless of whether you send your message from your mobile phone, tablet, PC, laptop, or other device.- Group messages and messages with attachments will be charged at the MMS rate.-Data usage charges apply when using preview, location, and search functions, and for the synchronization of messages among your devices.View the complete Terms & Conditions athttp://support.verizonwireless.com/terms/products/verizon-messages.html']"
B00DGMVC4C,Sparkle 2,"['""Sparkle 2 stands out from the rest because of its gorgeous visuals and multifaceted gameplay.""- 148 Apps 4.5/5 Editors Choice""A well-thought out marble shooter with a nice story, gorgeous graphics, and an amazing soundtrack.""- AppAdvice 5/5""Smooth marble popping puzzle action combined with a soothing soundtrack and drop-dead stunning visuals.""- JayIsGamesDESCRIPTIONChallenge the darkness with your swift orb matching skills, mighty magical enchantments and earthshaking powerups. Match the orbs before they fall into the abyss and find your way through mysterious lands of startling beauty!A long time ago five enchanted keys were created. The keys were scattered around the lands, and they still remain undiscovered. Many have come to find them, and so far all have failed. Will you find the keys and unlock the secrets, or will you join the endless ranks of souls forever trapped within these lands?Sparkle 2 is the long-awaited sequel to the award-winning hit game Sparkle enjoyed by millions of players since 2007. Sparkle 2 is an independent sequel and a spiritual successor to the first installment suitable for both new and existing fans of the series.Watch the trailer: http://youtu.be/giB9y6-cBFM']"
B01BIGYDNE,Hidden Object - Time Crimes Case,"[""Find hidden objects in TIME CRIMES, the all new time-traveling hidden object adventure game!AN UNKNOWN CRIMINAL has been altering the past from the shadows. However, you have come across an ancient time machine and uncovered his plot. Now its up to you and your crime-solving team of detectives to preserve history and solve this case! Prevent the theft of rare historical artifacts and stop the criminal in his tracks! TRAVEL THROUGH TIME and explore the same crime scenes centuries apart. Watch history unfold before your eyes! Explore the secrets of an ancient library and witness the building of a mysterious Egyptian tomb. See the city transform across several eras.JOIN AN ADVENTUROUS CREW as you travel throughout history and solve crimes. Use their unique skills to progress through an exciting, mystery-filled story. Find clues and hidden objects throughout your adventure in beautiful hand-drawn scenes. Crack the case and don't let the criminals escape!TIME CRIMES is an addictive mystery adventure game that will keep you coming back for more. If you like seek and find games, searching for clues, and solving puzzles then Time Crimes is for you! Join the millions who have played Rolltower Studios' Games!***FEATURES***- SOLVE MYSTERIES in this free hidden object game. - BEAUTIFUL HAND-DRAWN characters and scenes that change every time you play!- AN ENGAGING STORYLINE awaits! Solve a mystery that elapses thousands of years and don't let the criminals escape!- NEW EPISODES of content released regularly!- FIND THE DIFFERENCES, Mirror Mode, Night Mode, and more adventure-filled game modes await!- COLLECT RARE TREASURES in your time lab! Your laboratory grows as you meet new companions and travel to new lands. - Make friends and send gifts! Get daily rewards by also playing on facebook!- COMPETE WITH YOUR FRIENDS for high scores on or off facebook!- NO INTERNET CONNECTION REQUIRED to play! Escape the internet and enjoy the game at any time!***Play the most exciting FREE hidden objects game on Amazon!***Note to Time Crimes Case players on Facebook: this game does not connect to your web game, it is a new mobile game.""]"
B00RESWB1C,Slots Tiger King Journey Casino Slots,"[""WIN THE BIGGEST JACKPOT SLOTS! PLAY TRIPLE DIAMOND CASINO SLOTS TODAYTiger King Casino Slots is the HIGHEST PAYING and has the BIGGEST JACKPOTS in the app store! Experience a luxurious Asian themed casino right in the palm of your hand!GAME FEATURES• Head to the casino floor and play Tiger King Casino Slots!• The biggest payouts and jackpots on our no-internet required mobile game!• All of our Vegas casino themed free slot machines have tons of mega win paylines• Unique bonus and freespin rounds in all of our free casino games!• Our slot machines have beautifully hand painted themes all in HD graphicsIf you enjoy great free slots games, then you'll have tons of fun exploring all the content Tiger King Casino Slots has to offer!Questions? E-mail us at: tigerkingsupport@playrocketgames.com""]"
B012GOSOD2,PAC-MAN 256 - Endless Arcade Maze,"['** Amazon Best Games of 2015 **** Facebook The 10 Most Talked About Games of 2015 **** The Game Awards 2015 Nominated Best Mobile/Handheld Game **From the creators of Crossy Road… Cherries are redGhosts are blueMunch a power pelletGet Lasers too! PAC-MAN 256 is the maze that never ends. But the Glitch is coming for you…-------------------------------FEATURES:● PAC-MAN perfectly reinvented for your mobile phone or tablet ● Outsmart ghosts with over 15 ridiculous power ups: Laser, Tornado, Giant and much more● Stay ahead of the super-villain lurking in PAC-MAN since the beginning: The Glitch● Take on a new gang of revived retro-ghosts including Sue, Funky, and Spunky● Waka waka on PAC-DOTS and string a 256 combo for a super special surprise● Controller supportLike us: facebook.com/CrossyRoadfacebook.com/Pacmanfacebook.com/BandaiNamcoEUfacebook.com/BandaiNamcoVancouverFollow us: @CrossyRoad @BandaiNamcoEU @BandaiNamcoCA@3sprockets Have any problems or suggestions? You can reach us at support-pacman256@bandainamcoent.eu.']"
B0148YSSH0,Planet Craft: Mine Block Craft,"['★Welcome to PlanetCraft. Mine, block craft with survival and creative online games. ★Play now alone or with friends in the exploration multi crafting and building. Create a mini world 3D.FEATURES:★ Open world multiplayer with SURVIVAL BLOCK CRAFT and CREATIVE. Build and chat★ Thousands of fun MINI WORLD 3D created by real players online for lite EXPLORATION★ Totally for FREE★ MULTI CRAFTING AND BUILDING recipes for blocks, items, tools, armor for all your needs★ Wide variety of WEAPON: bow, crossbow, snowball, splash potions etc.★ Friendly animal and hostile MOBS★ ADOPT PETS: wolf / ocelot, spawn eggs, RIDE horses★ MINE & BUILD cube farms by growing different plants. Bone meal to speed up growing process!★ Infinite size of the cube planet will make EXPLORATION, survival crafting and building experience more fun. Use home point to set a respawn point, navigate faster through a huge mindcraft planet!★ CLANS. Create your own clan or join existing one.★ Explore WOODLAND MANSIONS full of chests with great items. But be careful, they are full of new dangerous monsters.★ Use ENCHANTING. Enhance armor, tools, weapons, items, kraft unique inventory★ REDSTONE SYSTEM. Build whatever redstone circuits you can imagine★ 300+ themed SKINS★ 10+ predefined mini world to start CRAFTING AND BUILDING★ 3D HD cube graphics, 4+ texture packs, cute sounds★ Password protected parental control★ PLAY for free under internet or wifi in online multiplayer games or offlineGAME MODES:► Global SURVIVAL MULTIPLAYER allows you to mine resources & mini block craft, fight, interact with real player online on the open world server.► CREATIVE MULTI PLAYER (Rentable, Renewable) allows you to create amazing buildings 3D according your imagination. Thousands of beautiful creations are waiting for exploration.► SURVIVAL CRAFT & CREATIVE SINGLE PLAYER for your private joy without need of wi-fi.► PRIVATE MAPS. Customize your private cube world settings through needs according maps modification access.★ MINI GAMES: ★ start as a prop, or hunter in Hide & Seek.HIGHLIGHTS:* Open world games* Amazing 3D buildings* Fun lite exploration* Crafting and building recipes* Friendly atmosphere* Multi block craft, chat in real time* Lots of animals* Attacking hostile mobs* Different weapon, enchantment etc.* FREE & FUN & EASYJoin mine block craft games with survival online multiplayer. Start creating your awesome mini world now.']"
B00EV1R2CS,It's Done!,"['Did you close the garage door? Turn off the stove? Take your vitamin? It’s Done app helps you instantly recall completion of routine tasks whenever you can’t remember whether or not you did them. So when that uneasy thought occurs, “Did I remember to…?”, It’s Done helps you confidently confirm the task is done. No need to check or re-check. No worries at all.Unlike calendar and task apps that nag you to do things, It’s Done simply confirms completion of routine tasks. After all, most people don’t need a reminder to lock the door. The problem is recalling later whether or not you actually did it. Everyone knows that feeling! It’s Done solves the problem and eliminates that feeling of uncertainty. It’s Done is perfect for anyone who’s ever forgotten anything. It’s also ideal for those suffer with short-term memory loss due to brain injury, dementia, PTSD, or other related medical conditions. Here’s how it works: Fifteen minutes after you leave the house, you think, “Did I turn off the stove?” Rather than go back home to check, simply look at your It’s Done app task list. The check mark you made when you turned off the stove confirms it’s done. If there’s no check-mark, you better go back. It’s Done just saved your day from disaster. Unlike complicated calendar or task apps, It’s Done is quick and easy, helping you instantly recall every routine task you performed so you can complete your task list and relax after you leave home. It\'s Done app can even notify others by text or email that a task is done. Rest easy that mom took her medicine or the kids locked the door. It’s Done has a beautiful user interface that’s super helpful and highly intuitive. Create your own tasks, each with its own unique icon from the app’s huge selection of icons. • Set up tasks to repeat daily or at scheduled intervals. • Each completed task is confirmed, marked-off your task list with a date/time stamp, and stored in the app’s history. • Customizable check-mark sound and accompanying vibration provide audible and tactile memory cues that a task is done. • Conveniently categorize and prioritize tasks according to type and importance. • Automatically sends text and/or email confirmation of task completion to loved ones, caregivers, and others. • Handy reminder alarms for time-sensitive tasks (take medicine at 9 A.M., etc.). • Readily attachable notes for additional task scheduler information. • It\'s Done app opens quickly to current day’s task list. Easy navigation by day and date allows review of past tasks completed or future tasks scheduled. Super helpful website www.itsdoneapp.com has User Guide videos, FAQs, and Reviews. Visit and ""Like"" us at facebook.com/itsdoneapp. Download the It’s Done Android app today!']"
B00LIZG26C,F18 Carrier Landing II Pro,"[""Flight simulator for mobile devices. The most advanced aircraft carrier landing system ever created.Landing on an aircraft carrier is one of the most difficult tasks a pilot has to execute. The flight deck is only 150 meters long, just enough to stop the aircraft.Accept the challenge, take on over thirty missions in the world's most dangerous and spectacular scenarios and join the best Top-Gun pilots.Take control, climb into the realistic 3D cockpits and fly the most famous military aircrafts, faithfully reproduced.Try out the latest evolution of the RORTOS flight system, already appreciated by millions of users around the world: unprecedented graphics, realistic weather conditions and a REPLAY function that lets you review your flight moves to immediately share with your friends.For an even more thrilling experience, connect two devices online and activate the multi-screen mode.Featuring:* Game campaign with 6 training missions and 30 missions in 5 different scenarios* Free flight with choice of weather conditions and time* Landing competitions with worldwide ranking* Multi-camera Replay with dynamic CINEMA view* Aircraft carrier landings, airbase landings and emergency landings* Take-off, practice, transfers, recon and flights in formation with a flight guide* Vertical take-off and landing (F35B Lightning II, AV-8B Harrier II)* In-flight refuel* More realistic extreme conditions with wind, rain, snow and lightning* 3D virtual cockpit with integrated instrumentation, rain/snow effects and 6 different camera angles visual perspectives* Radar with runway and aircraft carrier orientation* Realistic fuel consumption* Approach system I.F.L.O.L.S.* Radio communication* REMOTE CONTROL: you can connect two devices and use one of them like a remote control with a complete instrumentation viewAircrafts: * F/A-18 Super Hornet * F-14 Super Tomcat * C-2A Greyhound * F-16 Fighting Falcon* AV-8B Harrier II (vertical)* F35B Lightning II (vertical)* MiG-29K Fulcrum* F4E Phantom II * A-6 Intruder * A-7 Corsair IIScenarios:* Islands* Canyon* Arctic* Arcs* Volcano""]"
B008NMT684,"Cars, Trucks & Community Vehicles - Puzzle for Kids","['A fun puzzle game for toddlers and kids from ages 1 to 6 featuring 16 cartoon cars and construction vehicles such as race car, police car, school bus, tractor, fire engine, ambulance, garbage truck, excavator, transmixer, bulldozer and more in 20 shape & tangram puzzles!When a puzzle is completed children are rewarded with a variety of fun celebrations and interactions such as balloon popping.The fun matching activities help improve visual perception, knowledge of shapes & develop fine motor skills by dragging and dropping puzzle pieces to match their holes. Perfect for preschoolers.The first 4 puzzles are free, all of the remaining ones can be unlocked easily via single in-app purchase. Once unlocked, there are no further in-app purchases or other dialogs.FREETIMEIn-app purchase unlock system is not compatible with the Kindle FreeTime. If you are planning to use this app within the Kindle FreeTime, please prefer the full version.PRIVACY POLICYWe take privacy very seriously, this app:Does not contain adsDoes not contain integration with social networksDoes not contain web linksDoes not use analytics / data collection toolsDoes contain a single in-app purchase to unlock full versionWE VALUE YOUR FEEDBACKIf you like our app, please take a minute to rate and review it.If you have any questions or need help, please reach us at http://www.pixelenvision.com/support/ or by sending an email to support@pixelenvision.com']"
B0155X6WVW,Water Splash – Cool Match 3,"[""World's coolest match 3 puzzle adventure, Water Splash!Match colorful water balloons and shoot cool water stream! Abound in beautiful landscaping with adorable otter Oris. Match water balloons of a same color as many as possible to defeat villain Croker who invaded the Animal city and blocked the town's waterway oneday!Match and pop soft bouncy water balloons like pudding to clear levels for Oris and his animal friends! You can travel all around the world from Oris' cradle to the Caribbean! Bring your favorite snacks and lolly pops to prepare your adventure!★Water Splash features★☆Never ending exciting match 3 puzzle cool game!More than 4,000 levels, more new ones every week!☆How to play Water SplashMatch 3 or more balloons of a same color as many as you can!Match 4 or 5 balloons will give you powerful and special boosters shooting strong water stream like a fountain!☆Go Rubber Duck! Get rid of all obstacles!Try the Dart, Color Balloon, Toy Shovel and Rubber Ducky to remove obstacles such as mini crocodiles, dolphins throwing tubes and rubber cones. Eliminate all the obstacles, win levels and feel refreshing pleasure as if you're drinking cool limeade in hot summer!☆Whenever, wherever you are, match 3 cool game must go on!You can always enjoy Water Splash without internet access and Wi-Fi. Anywhere, anytime match the balloons!☆Who is the best match 3 mania?Let's play with friends and compete for higher scores! Water Splash will evoke fellowship and friendship altogether. Let's earn 3 stars on all levels and be royal puzzle match mania!☆Don't miss out special gifts!Sign in with Facebook right now and exchange presents with your friends. Play Water Splash every day and Oris will bring you wonderful jewelry too!☆App Store free downloadWater Splash is FREE to play while some game items such as extra moves, lives and jewelry can be also purchased if you like to quickly clear levels.☆What's new?!Graphics got more colorful and vibrant!Now you can load Water Splash faster!☆Languages available in the game: English, Deutsch, Nederlands, Français, Italiano, Norsk bokmål, Pусский, Português, 한국어, Bahasa Indonesia, tiếng Việt, हिंदीAre you ready for abound match 3 puzzle cool game, Water Splash?Visit us on Facebook and share your Water Splash moment and collected landscaping with friends : https://www.facebook.com/playwatersplash/""]"
B0819ZC4NP,Christmas Wonderland 10,"['Santa’s Christmas Wonderland Adventure for All the Family to EnjoyWin a fabulous trip to see Santa in his North Pole Wonderland aboard the amazing SS Wonderland Princess. Visit Santa’s Warehouse, Workshops, Reindeer Barn, and Grotto.See the Nativity display at Springfield Church. Help Charities deliver food to the Homeless. Put up Christmas Trees and Decorations. Win awesome Rewards and Achievements. Take photos, create an Album.Suddenly it’s Christmas Eve and Santa is Flying around the World while Kids are fast asleep, or are they? … and soon it’s another awesome Christmas Morning.Help Santa find hundreds of Hidden Objects, Lost & Found Items, Golden Angels & Reindeer. Play superb Mini-Games. earn Merit Badges for your Achievements.']"
B011MKCEIW,Toy Story: Smash It!,"['The Toys are back! Join Buzz, Woody, and the rest of the Disney Pixar “Toy Story” gang on their latest adventure! “Toy Story: Smash it!” is an all-new, 3D physics-based puzzle game featuring your favorite “Toy Story” characters! Embark on new adventures with the Toys through hilarious encounters in outer space, alien chases in the Wild West, and more! With 60 levels of nonstop puzzle play, this game will provide hours of explosive and thrilling fun!★ Brick-breaking puzzle playThrow unique bouncing-balls with special power-ups to knock down aliens and break through their defenses! ★ Play as Buzz LightyearTeam up with Buzz, and work on perfecting the angles and aim needed to beat every level. Encounter your favorite “Toy Story” characters along the way!★ 4 imaginative episodesTake a fun-filled journey “To Infinity… and Beyond!” Get ready for an adventure of a lifetime as you stop the evil Zurg, catch alien bandits, and more!★ 60 challenging levelsEncounter new challenges in every level. Find creative ways to smash through bricks, glass, trains, and more to get the highest score possible!★ Hours of replay valueReplay each episode to get 3-stars on every level and earn impressive achievements! Every ball counts!Enjoy Toy Story: Smash It! with unlocked episode packs for free, only through Amazon!In this Amazon Special Edition, receive access to the first levels of all five expansion packs FOR FREE ($2.99 value)!']"
B01LY57QKH,Word Merge - Words Search Peak,"['Crazy for word game? Addicted to brain teaser? Wanna sharpen your mind? Word Merge will fit for you! Similar with crossword but more addictive, it will take you through a word trek and make you a true word genius!']"
B00KDEVVDI,Essential Anatomy 3,"['** MASSIVE price reduction for a limited time only! **Number 1 Medical mobile app in over 95 countries worldwide Groundbreaking 3D Technology - No competitor competes with graphics and medical accuracy Tuaw: Make no mistake about it: Essential Anatomy by 3D4Medical is the future of touch-based anatomy learning.""Essential Anatomy is an app every doctor, physiotherapist, OT, nurse and medical student should own.Award Wining App Hundreds of features that make learning and referencing easyVisit our www.3d4medical.com website and watch a video that highlights the functionality and quality of Essential Anatomy as well as our Coming Soon section that highlights new features currently in development. You\'ll understand why it is the worlds Number 1 Medical AppHere is the link: http://applications.3d4medical.com/help_essential_anatomy_android or press the link to our website ESSENTIAL ANATOMY 3 Essential Anatomy 3 represents the latest in groundbreaking 3D technology and innovative design. A cutting edge 3D graphics engine, custom built by 3D4Medical from the ground up, powers a highly detailed anatomical model and delivers outstanding quality graphics that no other competitor can achieve. The app represents a unique approach to learning general anatomy. The graphics are unparalleled and make learning, through the use of informative content and innovative features, a rich and engaging experience. This app includes essential anatomy for 10 systems:Skeletal Muscles Connective Tissue Veins Arteries Nerves Respiratory Digestive Urinary Lymphatic also includes the Brain and Heart NEW 3D TECHNOLOGY Essential Anatomy 3 is responsive, visually stunning and effortless. The app is fully 3D, meaning that you can view any anatomic structure in isolation, as well as from any angle. EFFORTLESS NAVIGATION and FUNCTIONALITY Clever functionality found within the app allows the user to strip away layers of muscle via the scalpel tool. This app provides users with the ability to turn on/off systems without the need to deselect individual structures or muddle through a multitude of predefined regional tabs, like other apps. PREMIUM INTERFACE DESIGN Essential Anatomy 3 is designed with the user in mind - the body itself becomes the interface. Unlike other 3D apps, which rely on predefined anatomic arrangements and regional dissections to guide the user, 3D4Medical Essential Anatomy 3 lets you find what you are looking for without complication.  New 3D technology via 3D4Medical\'s latest graphics engine  Over 4,000 highly detailed anatomical structures  Multiple Selection Mode. Hide/Fade/Isolate individual or multiple structures  Preset and customizable Bookmarks  Correct audio pronunciation for every structure  Latin nomenclature for each anatomical structure  User friendly and intuitive interface  Multiple search options  Dynamic quiz function - Drag and Drop and Multichoice  Custom search modes  Extensive social media tools and sharing capability Please find our End User License Agreement here: http://applications.3d4medical.com/eulaAny feedback? We thrive on engaging with customers and, unfortunately, cant respond directly to reviews. Contact our customer support at info@3d4medical.com. You will receive a response promptly.']"
B00EQ7OA5E,Little Mermaid Salon - Girls Games,"[""Every girl loves Mermaid. Come to makeover and dress up the mermaid, and let her become the most beautiful one！It's a kids games for girls!""]"
B00FCYEZOQ,What Restaurant ?,"[""What's the restaurant we are looking for? You need to find the restaurant, look at picture and solve it. *** INSTANT FUN *** No registration or no complicated rules. Just install and start playing and have fun! *** CAN YOU FIND ALL RESTAURANTS ? *** Can you find all restaurants and unlock all levels? Countless restaurants from easy to tricky are waiting for you! *** SIMPLE BUT VERY ADDICTIVE GAMEPLAY *** What is the restaurant you need to find? Look at the picture, find out what they are and write them. If you need help, reveal letters or remove letters.""]"
